id_campagne,nom_campagne,canal,budget,date_debut,date_fin,ventes_generees,taux_engagement_percent,Roi_percent,cout_par_vente,mois,annee
M00212,CAMPAGNE BLACKFRIDAY 452,Google Ads,922.98,2024-06-19,2024-07-11,1072,1.99,125.18,0.86,6,2024
M00213,CAMPAGNE BLACKFRIDAY 455,Radio,2843.22,2024-02-16,2024-03-17,894,10.52,106.16,3.18,2,2024
M00214,CAMPAGNE INFLUENCE 448,Radio,13135.81,2025-04-18,2025-04-24,1301,10.93,47.78,10.1,4,2025
M00215,CAMPAGNE PROMO 436,Radio,6276.85,2024-05-27,2024-06-15,1814,8.06,31.45,3.46,5,2024
M00216,CAMPAGNE PROMO 36,Google Ads,12376.56,2025-01-07,2025-02-03,704,2.21,11.27,17.58,1,2025
M00217,CAMPAGNE PROMO 35,Email,16159.32,2025-06-03,2025-06-12,1047,2.47,-18.83,15.43,6,2025
M00218,CAMPAGNE INFLUENCE 196,Tv,14105.94,2024-06-01,2024-06-22,1093,6.15,80.97,12.91,6,2024
M00219,CAMPAGNE LANCEMENT 361,Facebook,13079.95,2024-08-21,2024-09-07,748,9.83,15.92,17.49,8,2024
M00220,CAMPAGNE SAISON 303,Instagram,9201.54,2025-03-23,2025-04-13,1333,10.62,9.82,6.9,3,2025
M00221,CAMPAGNE BLACKFRIDAY 183,Google Ads,17696.2,2024-09-05,2024-09-15,1318,10.19,-14.77,13.43,9,2024
M00222,CAMPAGNE FIDÉLITÉ 34,Instagram,10795.83,2025-06-24,2025-07-02,771,8.76,7.47,14.0,6,2025
M00223,CAMPAGNE LANCEMENT 308,Google Ads,1951.29,2024-09-11,2024-10-06,1934,6.41,69.13,1.01,9,2024
M00224,CAMPAGNE PROMO 289,Tv,3300.27,2024-10-03,2024-10-15,466,7.73,103.37,7.08,10,2024
M00225,CAMPAGNE PROMO 399,Radio,18105.03,2025-04-21,2025-04-26,2,10.01,38.26,9052.52,4,2025
M00226,CAMPAGNE LANCEMENT 131,Radio,9654.24,2025-04-24,2025-05-04,250,5.52,83.9,38.62,4,2025
M00227,CAMPAGNE PROMO 356,Instagram,710.89,2025-06-06,2025-06-22,991,11.63,122.79,0.72,6,2025
M00228,CAMPAGNE INFLUENCE 269,Google Ads,16300.18,2024-10-16,2024-10-28,199,11.63,100.41,81.91,10,2024
M00229,CAMPAGNE BLACKFRIDAY 2,Radio,11313.03,2025-03-04,2025-03-16,1777,1.69,66.98,6.37,3,2025
M00230,CAMPAGNE PROMO 115,Instagram,4555.59,2025-07-25,2025-08-15,1477,10.98,86.61,3.08,7,2025
M00231,CAMPAGNE PROMO 318,Facebook,9116.05,2024-03-16,2024-03-31,322,4.1,55.49,28.31,3,2024
M00232,CAMPAGNE PROMO 374,Tiktok,19938.77,2025-05-01,2025-05-23,1435,9.69,109.68,13.89,5,2025
M00233,CAMPAGNE BLACKFRIDAY 39,Tiktok,11938.65,2024-09-09,2024-10-02,17,11.14,106.13,702.27,9,2024
M00234,CAMPAGNE PROMO 11,Google Ads,1426.22,2024-01-11,2024-02-08,833,7.73,133.58,1.71,1,2024
M00235,CAMPAGNE INFLUENCE 289,Facebook,6846.33,2025-01-29,2025-02-21,1285,10.29,52.16,5.33,1,2025
M00236,CAMPAGNE INFLUENCE 206,Radio,1997.42,2025-04-03,2025-04-27,1307,11.95,-10.7,1.53,4,2025
M00237,CAMPAGNE PROMO 429,Radio,9058.09,2024-03-08,2024-04-03,1715,5.31,67.75,5.28,3,2024
M00238,CAMPAGNE LANCEMENT 127,Tiktok,7391.59,2025-06-27,2025-07-18,847,4.52,147.38,8.73,6,2025
M00239,CAMPAGNE SAISON 386,Tiktok,6337.98,2025-08-03,2025-08-26,698,9.44,69.82,9.08,8,2025
M00240,CAMPAGNE FIDÉLITÉ 469,Instagram,7611.38,2025-04-15,2025-05-04,1183,11.0,4.93,6.43,4,2025
M00241,CAMPAGNE LANCEMENT 307,Facebook,5048.8,2024-11-08,2024-12-06,846,9.39,74.6,5.97,11,2024
M00242,CAMPAGNE PROMO 431,Email,9263.18,2024-01-31,2024-02-17,1348,7.44,118.22,6.87,1,2024
M00243,CAMPAGNE FIDÉLITÉ 439,Google Ads,504.85,2024-04-14,2024-04-21,150,7.93,148.69,3.37,4,2024
M00244,CAMPAGNE LANCEMENT 444,Google Ads,16058.0,2024-09-26,2024-10-26,1502,0.97,58.2,10.69,9,2024
M00245,CAMPAGNE FIDÉLITÉ 199,Facebook,16662.51,2025-06-02,2025-06-09,885,2.75,94.91,18.83,6,2025
M00246,CAMPAGNE INFLUENCE 112,Facebook,7225.51,2025-02-12,2025-02-19,1213,6.29,22.95,5.96,2,2025
M00247,CAMPAGNE SAISON 485,Tv,11049.23,2024-06-01,2024-06-28,28,6.17,48.63,394.62,6,2024
M00248,CAMPAGNE BLACKFRIDAY 320,Tiktok,7377.72,2024-06-14,2024-06-22,900,3.85,68.92,8.2,6,2024
M00249,CAMPAGNE LANCEMENT 319,Google Ads,12260.05,2025-05-12,2025-05-17,1448,4.49,45.7,8.47,5,2025
M00250,CAMPAGNE SAISON 479,Radio,11997.24,2024-03-08,2024-03-18,1004,5.28,43.85,11.95,3,2024
M00251,CAMPAGNE FIDÉLITÉ 405,Radio,14440.65,2024-04-26,2024-05-23,900,8.85,133.36,16.05,4,2024
M00252,CAMPAGNE SAISON 484,Tv,19688.84,2025-02-28,2025-03-05,1678,5.59,-5.65,11.73,2,2025
M00253,CAMPAGNE LANCEMENT 102,Tiktok,9968.32,2024-07-25,2024-08-21,1200,6.1,143.51,8.31,7,2024
M00254,CAMPAGNE FIDÉLITÉ 425,Tv,9386.89,2025-05-12,2025-05-18,1976,11.16,143.08,4.75,5,2025
M00255,CAMPAGNE PROMO 454,Tiktok,10027.72,2025-07-20,2025-08-08,1202,2.81,16.65,8.34,7,2025
M00256,CAMPAGNE LANCEMENT 22,Radio,9510.79,2024-08-05,2024-09-03,1585,1.77,-8.22,6.0,8,2024
M00257,CAMPAGNE BLACKFRIDAY 196,Email,571.65,2025-02-02,2025-02-20,1519,7.96,145.76,0.38,2,2025
M00258,CAMPAGNE LANCEMENT 312,Facebook,19884.01,2025-08-07,2025-08-20,118,9.91,95.0,168.51,8,2025
M00259,CAMPAGNE FIDÉLITÉ 496,Email,15182.98,2025-08-15,2025-08-24,921,2.94,43.52,16.49,8,2025
M00260,CAMPAGNE INFLUENCE 436,Google Ads,8638.13,2024-07-18,2024-07-30,1648,7.95,139.31,5.24,7,2024
M00261,CAMPAGNE LANCEMENT 144,Instagram,12157.14,2024-09-09,2024-09-27,963,1.91,136.55,12.62,9,2024
M00262,CAMPAGNE LANCEMENT 400,Facebook,11880.05,2024-08-08,2024-09-05,1264,4.78,14.57,9.4,8,2024
M00263,CAMPAGNE PROMO 170,Instagram,9094.46,2024-07-15,2024-07-22,1396,9.62,51.41,6.51,7,2024
M00264,CAMPAGNE INFLUENCE 20,Tiktok,16901.01,2024-02-21,2024-03-16,60,4.42,-13.36,281.68,2,2024
M00265,CAMPAGNE BLACKFRIDAY 317,Email,3946.67,2025-01-25,2025-02-08,872,8.89,-1.44,4.53,1,2025
M00266,CAMPAGNE LANCEMENT 169,Instagram,14376.86,2024-04-13,2024-04-18,1695,0.62,140.17,8.48,4,2024
M00267,CAMPAGNE LANCEMENT 264,Radio,16811.09,2025-05-26,2025-06-04,1461,1.19,-9.94,11.51,5,2025
M00268,CAMPAGNE PROMO 309,Tv,10227.65,2024-08-21,2024-09-02,245,10.56,44.6,41.75,8,2024
M00269,CAMPAGNE BLACKFRIDAY 288,Email,19646.38,2025-01-23,2025-01-28,1290,8.38,25.91,15.23,1,2025
M00270,CAMPAGNE INFLUENCE 261,Tiktok,11869.69,2025-07-23,2025-08-16,581,11.48,139.6,20.43,7,2025
M00271,CAMPAGNE INFLUENCE 362,Tiktok,3605.92,2025-08-25,2025-08-30,352,3.13,93.67,10.24,8,2025
M00272,CAMPAGNE FIDÉLITÉ 192,Tiktok,14585.44,2024-04-08,2024-04-17,776,0.94,123.26,18.8,4,2024
M00273,CAMPAGNE SAISON 470,Instagram,8602.1,2024-12-06,2025-01-01,1214,3.26,83.57,7.09,12,2024
M00274,CAMPAGNE LANCEMENT 258,Tiktok,4205.54,2024-10-26,2024-11-08,1690,2.31,27.6,2.49,10,2024
M00275,CAMPAGNE INFLUENCE 321,Radio,18473.23,2024-03-30,2024-04-15,473,10.92,95.72,39.06,3,2024
M00276,CAMPAGNE PROMO 274,Tiktok,17152.03,2024-06-01,2024-06-30,900,8.39,42.56,19.06,6,2024
M00277,CAMPAGNE BLACKFRIDAY 220,Tiktok,6799.17,2024-03-19,2024-04-10,1327,9.41,70.01,5.12,3,2024
M00278,CAMPAGNE SAISON 227,Tiktok,4794.24,2025-02-23,2025-03-01,120,7.73,-6.18,39.95,2,2025
M00279,CAMPAGNE PROMO 417,Tv,12090.91,2024-12-18,2025-01-01,1738,7.79,57.98,6.96,12,2024
M00280,CAMPAGNE BLACKFRIDAY 449,Email,19988.59,2025-07-10,2025-07-22,1677,5.0,41.81,11.92,7,2025
M00281,CAMPAGNE FIDÉLITÉ 336,Google Ads,5759.65,2025-05-09,2025-05-24,1831,6.16,61.82,3.15,5,2025
M00282,CAMPAGNE FIDÉLITÉ 390,Email,9187.76,2024-09-20,2024-10-18,1727,7.32,18.17,5.32,9,2024
M00283,CAMPAGNE FIDÉLITÉ 374,Radio,8713.21,2025-08-08,2025-08-27,243,3.97,-14.47,35.86,8,2025
M00284,CAMPAGNE PROMO 410,Radio,10777.29,2025-04-22,2025-05-18,1645,11.12,111.29,6.55,4,2025
M00285,CAMPAGNE PROMO 359,Email,6664.29,2024-06-13,2024-06-24,599,6.44,149.14,11.13,6,2024
M00286,CAMPAGNE LANCEMENT 157,Tiktok,10213.93,2025-06-03,2025-06-10,544,5.94,55.82,18.78,6,2025
M00287,CAMPAGNE FIDÉLITÉ 306,Email,6582.97,2024-10-22,2024-11-03,290,10.42,79.17,22.7,10,2024
M00288,CAMPAGNE BLACKFRIDAY 22,Tv,7373.86,2024-05-24,2024-06-08,1665,6.19,122.16,4.43,5,2024
M00289,CAMPAGNE FIDÉLITÉ 257,Email,3515.39,2025-05-28,2025-06-07,148,6.57,44.33,23.75,5,2025
M00290,CAMPAGNE INFLUENCE 272,Radio,3415.02,2025-07-19,2025-07-30,233,11.93,101.22,14.66,7,2025
M00291,CAMPAGNE FIDÉLITÉ 75,Radio,12209.22,2024-04-29,2024-05-24,696,8.47,12.2,17.54,4,2024
M00292,CAMPAGNE BLACKFRIDAY 53,Tiktok,4988.5,2024-07-14,2024-08-13,1608,4.07,48.69,3.1,7,2024
M00293,CAMPAGNE INFLUENCE 276,Facebook,2293.74,2024-10-09,2024-10-29,671,6.03,113.76,3.42,10,2024
M00294,CAMPAGNE SAISON 444,Tv,13552.24,2024-12-10,2024-12-17,422,11.17,-8.39,32.11,12,2024
M00295,CAMPAGNE BLACKFRIDAY 461,Radio,10514.37,2024-11-08,2024-11-13,595,8.58,146.66,17.67,11,2024
M00296,CAMPAGNE LANCEMENT 37,Tv,16358.64,2025-04-27,2025-05-22,960,1.68,73.79,17.04,4,2025
M00297,CAMPAGNE LANCEMENT 14,Google Ads,13622.71,2024-06-01,2024-06-09,286,0.75,1.34,47.63,6,2024
M00298,CAMPAGNE INFLUENCE 472,Instagram,7656.95,2024-01-30,2024-02-16,90,1.28,110.53,85.08,1,2024
M00299,CAMPAGNE FIDÉLITÉ 216,Radio,1778.74,2025-04-28,2025-05-04,1891,4.72,100.2,0.94,4,2025
M00300,CAMPAGNE FIDÉLITÉ 53,Tiktok,14529.18,2024-12-10,2024-12-24,1997,7.8,99.33,7.28,12,2024
M00301,CAMPAGNE BLACKFRIDAY 263,Email,17744.61,2025-08-07,2025-08-30,1390,2.75,25.69,12.77,8,2025
M00302,CAMPAGNE FIDÉLITÉ 205,Tv,15245.65,2024-10-05,2024-10-10,645,0.81,49.66,23.64,10,2024
M00303,CAMPAGNE FIDÉLITÉ 155,Radio,5035.78,2025-04-19,2025-04-30,1377,7.72,119.39,3.66,4,2025
M00304,CAMPAGNE SAISON 322,Radio,2558.56,2025-07-26,2025-08-18,651,4.91,62.74,3.93,7,2025
M00305,CAMPAGNE BLACKFRIDAY 70,Tv,10693.48,2024-05-22,2024-06-02,25,11.44,34.33,427.74,5,2024
M00306,CAMPAGNE FIDÉLITÉ 224,Facebook,8179.87,2024-02-16,2024-03-17,725,8.65,65.38,11.28,2,2024
M00307,CAMPAGNE SAISON 163,Google Ads,15692.68,2024-05-27,2024-06-16,782,6.02,125.53,20.07,5,2024
M00308,CAMPAGNE LANCEMENT 259,Instagram,6781.8,2024-03-14,2024-03-21,647,11.65,64.97,10.48,3,2024
M00309,CAMPAGNE PROMO 66,Tiktok,14550.57,2025-08-16,2025-09-04,1732,9.79,37.73,8.4,8,2025
M00310,CAMPAGNE FIDÉLITÉ 185,Email,18400.83,2025-01-23,2025-02-07,1049,9.42,10.86,17.54,1,2025
M00311,CAMPAGNE LANCEMENT 107,Facebook,16300.85,2024-05-15,2024-06-13,826,11.56,94.28,19.73,5,2024
M00312,CAMPAGNE SAISON 429,Tiktok,11394.6,2025-03-31,2025-04-06,556,4.06,-19.04,20.49,3,2025
M00313,CAMPAGNE PROMO 434,Tiktok,15513.25,2024-07-06,2024-07-30,648,6.78,81.39,23.94,7,2024
M00314,CAMPAGNE SAISON 404,Google Ads,5716.94,2024-12-09,2024-12-29,50,10.24,119.95,114.34,12,2024
M00315,CAMPAGNE FIDÉLITÉ 106,Facebook,18448.28,2024-04-30,2024-05-22,329,6.87,41.5,56.07,4,2024
M00316,CAMPAGNE INFLUENCE 353,Tv,6702.42,2025-02-23,2025-03-16,1177,7.65,79.23,5.69,2,2025
M00317,CAMPAGNE FIDÉLITÉ 496,Google Ads,16330.78,2024-06-23,2024-07-04,76,0.56,108.16,214.88,6,2024
M00318,CAMPAGNE INFLUENCE 283,Google Ads,19530.35,2025-05-10,2025-06-07,843,10.15,138.17,23.17,5,2025
M00319,CAMPAGNE INFLUENCE 406,Google Ads,12575.06,2024-03-01,2024-03-10,975,10.22,31.76,12.9,3,2024
M00320,CAMPAGNE SAISON 184,Email,1102.08,2024-08-11,2024-08-23,1578,2.8,38.71,0.7,8,2024
M00321,CAMPAGNE LANCEMENT 146,Tiktok,18615.46,2024-04-03,2024-05-03,501,6.01,-6.43,37.16,4,2024
M00322,CAMPAGNE FIDÉLITÉ 148,Facebook,18708.42,2025-06-20,2025-07-03,11,2.22,65.79,1700.77,6,2025
M00323,CAMPAGNE BLACKFRIDAY 42,Facebook,15591.82,2024-09-18,2024-10-11,33,9.81,46.95,472.48,9,2024
M00324,CAMPAGNE LANCEMENT 126,Instagram,14114.3,2024-12-11,2024-12-20,1774,3.18,99.34,7.96,12,2024
M00325,CAMPAGNE PROMO 241,Google Ads,15880.5,2024-09-02,2024-09-13,977,7.01,4.91,16.25,9,2024
M00326,CAMPAGNE PROMO 484,Tiktok,2087.77,2024-06-17,2024-07-09,749,11.82,23.29,2.79,6,2024
M00327,CAMPAGNE FIDÉLITÉ 457,Tv,15921.55,2024-12-23,2025-01-02,149,6.51,130.94,106.86,12,2024
M00328,CAMPAGNE PROMO 405,Radio,17137.74,2024-06-30,2024-07-08,1310,1.19,1.52,13.08,6,2024
M00329,CAMPAGNE LANCEMENT 432,Tv,12447.92,2024-11-29,2024-12-23,597,11.75,79.6,20.85,11,2024
M00330,CAMPAGNE SAISON 298,Radio,517.86,2024-08-30,2024-09-05,25,8.09,10.39,20.71,8,2024
M00331,CAMPAGNE INFLUENCE 367,Radio,12401.36,2025-08-19,2025-09-17,1447,6.99,62.96,8.57,8,2025
M00332,CAMPAGNE BLACKFRIDAY 136,Tv,12471.58,2024-02-10,2024-02-16,1945,11.54,64.01,6.41,2,2024
M00333,CAMPAGNE BLACKFRIDAY 104,Radio,17760.41,2025-08-05,2025-09-02,487,4.05,21.58,36.47,8,2025
M00334,CAMPAGNE PROMO 223,Facebook,3694.59,2024-10-26,2024-11-21,669,8.81,-2.2,5.52,10,2024
M00335,CAMPAGNE SAISON 17,Tv,18539.63,2024-08-05,2024-09-03,1515,2.3,-1.87,12.24,8,2024
M00336,CAMPAGNE SAISON 401,Instagram,11042.14,2024-04-24,2024-04-30,1513,7.22,48.66,7.3,4,2024
M00337,CAMPAGNE PROMO 147,Facebook,13523.84,2025-06-24,2025-07-10,187,10.88,51.65,72.32,6,2025
M00338,CAMPAGNE LANCEMENT 96,Email,18641.74,2025-08-18,2025-09-09,1332,7.2,60.89,14.0,8,2025
M00339,CAMPAGNE PROMO 439,Google Ads,9406.81,2025-08-09,2025-08-26,1424,3.02,13.23,6.61,8,2025
M00340,CAMPAGNE SAISON 435,Tv,7146.96,2024-07-16,2024-07-30,82,4.87,135.3,87.16,7,2024
M00341,CAMPAGNE BLACKFRIDAY 63,Google Ads,5464.65,2024-10-16,2024-11-06,241,6.21,-9.09,22.67,10,2024
M00342,CAMPAGNE BLACKFRIDAY 163,Email,2999.06,2024-06-17,2024-06-23,1139,6.02,147.96,2.63,6,2024
M00343,CAMPAGNE INFLUENCE 488,Tv,4189.99,2025-08-20,2025-09-17,192,1.07,4.65,21.82,8,2025
M00344,CAMPAGNE INFLUENCE 393,Email,12412.36,2024-03-06,2024-03-15,202,9.59,138.7,61.45,3,2024
M00345,CAMPAGNE INFLUENCE 431,Google Ads,12666.64,2024-01-20,2024-02-14,602,6.24,7.45,21.04,1,2024
M00346,CAMPAGNE BLACKFRIDAY 355,Instagram,17969.19,2025-08-17,2025-09-02,1238,11.65,40.55,14.51,8,2025
M00347,CAMPAGNE SAISON 246,Instagram,3636.97,2024-12-30,2025-01-29,1962,5.56,32.02,1.85,12,2024
M00348,CAMPAGNE SAISON 70,Instagram,15110.61,2024-07-06,2024-07-20,548,11.7,19.86,27.57,7,2024
M00349,CAMPAGNE BLACKFRIDAY 13,Radio,6307.76,2024-02-17,2024-03-16,565,4.08,71.03,11.16,2,2024
M00350,CAMPAGNE LANCEMENT 73,Facebook,17076.72,2024-08-13,2024-09-06,1728,9.98,82.33,9.88,8,2024
M00351,CAMPAGNE FIDÉLITÉ 48,Facebook,15735.0,2024-01-09,2024-01-24,1549,7.92,54.65,10.16,1,2024
M00352,CAMPAGNE SAISON 241,Google Ads,18597.29,2024-03-24,2024-04-22,1893,8.79,79.43,9.82,3,2024
M00353,CAMPAGNE BLACKFRIDAY 232,Instagram,7884.35,2024-11-23,2024-11-30,849,2.74,97.67,9.29,11,2024
M00354,CAMPAGNE INFLUENCE 378,Instagram,6594.9,2024-11-22,2024-12-08,1954,10.37,-11.26,3.38,11,2024
M00355,CAMPAGNE FIDÉLITÉ 197,Email,11463.96,2024-02-29,2024-03-14,64,8.18,25.51,179.12,2,2024
M00356,CAMPAGNE FIDÉLITÉ 282,Radio,2560.9,2024-06-06,2024-06-12,1542,0.73,119.82,1.66,6,2024
M00357,CAMPAGNE SAISON 324,Tv,8387.94,2024-11-22,2024-11-28,1946,2.85,139.73,4.31,11,2024
M00358,CAMPAGNE FIDÉLITÉ 101,Google Ads,17401.61,2024-12-26,2025-01-23,167,9.37,49.37,104.2,12,2024
M00359,CAMPAGNE FIDÉLITÉ 205,Facebook,7026.3,2024-12-25,2025-01-10,1363,9.9,56.07,5.16,12,2024
M00360,CAMPAGNE SAISON 81,Google Ads,17232.34,2025-06-05,2025-06-21,1399,3.52,36.59,12.32,6,2025
M00361,CAMPAGNE INFLUENCE 468,Tiktok,15737.0,2025-08-28,2025-09-24,1143,1.23,8.37,13.77,8,2025
M00362,CAMPAGNE LANCEMENT 459,Tiktok,8791.7,2024-11-20,2024-11-28,231,9.54,105.26,38.06,11,2024
M00363,CAMPAGNE LANCEMENT 349,Google Ads,9535.83,2024-05-15,2024-05-31,112,9.21,117.51,85.14,5,2024
M00364,CAMPAGNE INFLUENCE 356,Email,6421.55,2024-12-15,2025-01-07,1650,6.74,88.87,3.89,12,2024
M00365,CAMPAGNE INFLUENCE 127,Tiktok,16575.19,2024-03-10,2024-03-17,542,7.98,47.07,30.58,3,2024
M00366,CAMPAGNE LANCEMENT 496,Instagram,4266.06,2024-07-03,2024-07-23,247,2.76,68.47,17.27,7,2024
M00367,CAMPAGNE INFLUENCE 114,Radio,14437.15,2024-10-11,2024-11-08,1415,1.35,24.05,10.2,10,2024
M00368,CAMPAGNE INFLUENCE 206,Radio,18477.13,2024-03-05,2024-03-12,1822,2.44,43.25,10.14,3,2024
M00369,CAMPAGNE LANCEMENT 312,Instagram,7064.98,2024-10-27,2024-11-21,771,0.63,145.33,9.16,10,2024
M00370,CAMPAGNE BLACKFRIDAY 45,Google Ads,3629.26,2025-04-03,2025-04-23,220,8.3,64.86,16.5,4,2025
M00371,CAMPAGNE FIDÉLITÉ 96,Email,15054.41,2024-03-27,2024-04-19,318,8.44,38.22,47.34,3,2024
M00372,CAMPAGNE BLACKFRIDAY 131,Radio,769.89,2024-01-16,2024-02-07,1179,10.07,-3.85,0.65,1,2024
M00373,CAMPAGNE LANCEMENT 279,Facebook,9583.63,2024-10-17,2024-10-25,1524,2.72,110.06,6.29,10,2024
M00374,CAMPAGNE SAISON 460,Tv,16397.39,2025-01-10,2025-01-19,217,10.48,86.42,75.56,1,2025
M00375,CAMPAGNE INFLUENCE 14,Instagram,19878.25,2025-02-22,2025-03-19,1506,7.71,18.3,13.2,2,2025
M00376,CAMPAGNE SAISON 160,Tiktok,10176.84,2024-02-25,2024-03-15,527,5.78,31.24,19.31,2,2024
M00377,CAMPAGNE PROMO 379,Facebook,9034.67,2025-05-10,2025-06-02,829,5.66,52.91,10.9,5,2025
M00378,CAMPAGNE PROMO 249,Facebook,4078.61,2025-01-23,2025-02-21,445,2.05,110.58,9.17,1,2025
M00379,CAMPAGNE PROMO 440,Google Ads,10054.06,2024-09-02,2024-09-16,911,4.73,25.25,11.04,9,2024
M00380,CAMPAGNE LANCEMENT 86,Google Ads,4093.31,2025-05-18,2025-06-05,182,6.02,-5.89,22.49,5,2025
M00381,CAMPAGNE SAISON 164,Radio,7880.47,2024-11-05,2024-11-27,1280,3.57,-15.87,6.16,11,2024
M00382,CAMPAGNE SAISON 33,Facebook,7213.77,2025-03-08,2025-03-30,65,9.64,117.06,110.98,3,2025
M00383,CAMPAGNE FIDÉLITÉ 380,Tv,18490.64,2024-03-15,2024-03-22,71,2.08,48.88,260.43,3,2024
M00384,CAMPAGNE LANCEMENT 355,Radio,11104.47,2025-07-24,2025-08-11,269,11.42,79.74,41.28,7,2025
M00385,CAMPAGNE SAISON 47,Email,6981.31,2024-10-23,2024-11-18,1410,10.5,119.07,4.95,10,2024
M00386,CAMPAGNE SAISON 69,Tiktok,2303.67,2024-02-14,2024-02-19,1437,4.51,117.23,1.6,2,2024
M00387,CAMPAGNE LANCEMENT 337,Email,6402.37,2024-12-16,2024-12-22,808,10.41,141.41,7.92,12,2024
M00388,CAMPAGNE INFLUENCE 357,Tiktok,7023.5,2024-05-10,2024-05-29,569,2.46,27.27,12.34,5,2024
M00389,CAMPAGNE FIDÉLITÉ 483,Google Ads,3975.46,2024-07-05,2024-07-25,718,10.15,106.73,5.54,7,2024
M00390,CAMPAGNE PROMO 376,Instagram,3377.73,2024-04-25,2024-04-30,104,9.56,47.87,32.48,4,2024
M00391,CAMPAGNE FIDÉLITÉ 429,Radio,16677.69,2024-10-30,2024-11-13,1044,2.21,145.53,15.97,10,2024
M00392,CAMPAGNE INFLUENCE 325,Google Ads,16000.82,2025-04-24,2025-05-02,0,10.45,41.01,0.0,4,2025
M00393,CAMPAGNE INFLUENCE 400,Email,3391.21,2024-09-08,2024-09-27,610,5.83,0.15,5.56,9,2024
M00394,CAMPAGNE SAISON 500,Radio,8762.21,2024-11-03,2024-11-11,954,0.67,139.89,9.18,11,2024
M00395,CAMPAGNE LANCEMENT 334,Radio,7874.65,2024-12-05,2025-01-01,542,5.7,27.69,14.53,12,2024
M00396,CAMPAGNE FIDÉLITÉ 365,Facebook,11276.03,2024-12-08,2025-01-02,1952,2.79,137.55,5.78,12,2024
M00397,CAMPAGNE SAISON 303,Email,19116.6,2024-07-14,2024-08-13,1357,3.45,-3.9,14.09,7,2024
M00398,CAMPAGNE FIDÉLITÉ 244,Instagram,8531.84,2024-07-27,2024-08-10,1189,6.72,71.53,7.18,7,2024
M00399,CAMPAGNE LANCEMENT 433,Google Ads,4640.51,2024-01-21,2024-02-03,51,5.66,92.42,90.99,1,2024
M00400,CAMPAGNE INFLUENCE 17,Google Ads,14068.45,2025-08-13,2025-08-25,851,7.03,7.82,16.53,8,2025
M00401,CAMPAGNE FIDÉLITÉ 74,Tiktok,17069.65,2024-04-15,2024-04-27,228,5.12,133.82,74.87,4,2024
M00402,CAMPAGNE INFLUENCE 182,Email,4064.55,2025-07-14,2025-07-26,793,2.41,116.36,5.13,7,2025
M00403,CAMPAGNE INFLUENCE 10,Google Ads,9716.79,2024-11-28,2024-12-14,107,2.86,120.25,90.81,11,2024
M00404,CAMPAGNE FIDÉLITÉ 209,Radio,18196.39,2024-09-17,2024-10-08,240,6.89,100.02,75.82,9,2024
M00405,CAMPAGNE INFLUENCE 420,Tiktok,3149.26,2025-02-05,2025-03-02,1016,8.81,110.61,3.1,2,2025
M00406,CAMPAGNE LANCEMENT 483,Radio,665.68,2024-01-23,2024-02-10,10,2.09,-17.11,66.57,1,2024
M00407,CAMPAGNE LANCEMENT 166,Tv,13521.33,2024-06-05,2024-06-28,1623,8.39,-18.24,8.33,6,2024
M00408,CAMPAGNE SAISON 477,Tiktok,12176.05,2024-02-23,2024-03-20,1766,1.19,113.92,6.89,2,2024
M00409,CAMPAGNE LANCEMENT 440,Tiktok,17879.01,2024-06-22,2024-07-22,1767,10.81,64.52,10.12,6,2024
M00410,CAMPAGNE PROMO 189,Facebook,7291.42,2024-10-23,2024-11-17,863,6.17,101.87,8.45,10,2024
M00411,CAMPAGNE BLACKFRIDAY 416,Tiktok,17500.81,2024-11-25,2024-12-10,1681,7.19,34.14,10.41,11,2024
M00412,CAMPAGNE PROMO 295,Facebook,6560.08,2025-05-22,2025-06-21,1932,5.51,27.12,3.4,5,2025
M00413,CAMPAGNE PROMO 354,Tiktok,15253.97,2024-12-03,2025-01-02,710,7.26,-17.7,21.48,12,2024
M00414,CAMPAGNE FIDÉLITÉ 274,Tv,9021.24,2024-03-06,2024-03-22,109,4.96,54.01,82.76,3,2024
M00415,CAMPAGNE SAISON 324,Facebook,10749.96,2024-06-03,2024-06-30,793,1.88,58.71,13.56,6,2024
M00416,CAMPAGNE INFLUENCE 385,Facebook,14513.1,2024-05-21,2024-05-28,1015,6.86,44.75,14.3,5,2024
M00417,CAMPAGNE PROMO 60,Instagram,5056.6,2024-02-19,2024-02-26,1629,1.84,3.34,3.1,2,2024
M00418,CAMPAGNE LANCEMENT 97,Facebook,19258.38,2024-02-06,2024-02-23,414,11.52,128.44,46.52,2,2024
M00419,CAMPAGNE INFLUENCE 380,Radio,14909.52,2024-08-11,2024-08-31,287,1.11,134.75,51.95,8,2024
M00420,CAMPAGNE INFLUENCE 153,Radio,10217.35,2025-08-28,2025-09-07,403,8.77,-3.38,25.35,8,2025
M00421,CAMPAGNE SAISON 470,Instagram,678.9,2025-04-16,2025-05-04,1936,9.9,133.97,0.35,4,2025
M00422,CAMPAGNE LANCEMENT 391,Radio,2268.07,2024-07-12,2024-07-27,711,7.46,51.08,3.19,7,2024
M00423,CAMPAGNE FIDÉLITÉ 463,Instagram,2693.54,2025-05-03,2025-05-15,135,9.56,54.69,19.95,5,2025
M00424,CAMPAGNE LANCEMENT 162,Google Ads,9865.91,2024-05-15,2024-06-09,1104,8.93,120.26,8.94,5,2024
